Last1_chunk_bitrate,Last1_buffer_size,Last8_throughput,Last7_throughput,Last6_throughput,Last5_throughput,Last4_throughput,Last3_throughput,Last2_throughput,Last1_throughput,Last8_downloadtime,Last7_downloadtime,Last6_downloadtime,Last5_downloadtime,Last4_downloadtime,Last3_downloadtime,Last2_downloadtime,Last1_downloadtime,chunksize1,chunksize2,chunksize3,chunksize4,chunksize5,chunksize6,Chunks_left,br,qoe_2
0.43023255813953487,1.2254179225597526,0.43344092057664313,0.46226223643130787,0.12501338318512475,0.371289901807492,0.16952898026441415,0.52170069734249,0.2353996720494156,0.4049612271163974,2.4970863369472114,1.7036123405692083,1.6159759996490077,0.28776941987915905,0.3772035613948098,0.3103878590236882,0.49042233883887126,0.6416525840759277,0.12279946474626757,0.27412385557108976,0.6252207623306432,0.8516635165466366,1.4361159522446694,1.7077867357114753,0.7993643057921925,1200.0,-13.09442
0.1744186046511628,1.058972361984971,0.0666489389394373,0.4295231314848972,0.2702330543057626,0.12137574259414467,0.22456950180387472,0.1257261701366524,0.46858084831205227,0.46351378340354693,0.9399990783068423,1.0163747472649605,1.1389749164867091,1.029573036107937,3.045906853266002,0.5774661061637736,0.7264630412808348,0.5986959934234619,0.12253653506971635,0.4337316030207221,0.4934704437235113,1.0705949322029977,1.59096584728121,1.8426637537993973,0.020033378724812697,1200.0,-14.90016
0.6627906976744186,1.416288038589887,0.12427389679770427,0.06994387092743512,0.3168004320612016,0.499375499137008,0.4615749121153153,0.7527466664244138,0.6011710002325854,0.47597125446461824,1.0275194625977668,1.903443417710834,0.1556647026353128,0.33913402766453515,0.5918505992553011,0.4705667147645026,0.5429848177078433,0.15091000497341156,0.139815385227985,0.27987893534254193,0.5805138720355598,0.7387175250656822,1.7253045469496389,1.7185312509922792,0.7880958310238657,1200.0,-12.23016
0.27906976744186046,0.8263919729153733,0.3170965170458922,0.6053220670654518,0.2914337375924159,0.027729408045044788,0.17266646292325352,0.1359616775708838,0.09303659205463279,0.09723594171460408,0.9935010847398337,0.7763570535241533,0.4432384251264039,1.35791964309462,0.0971466728260042,0.15284878871685562,0.485337082150552,0.4819907546043396,0.1540451933347794,0.2788655516842733,0.5287178495947583,1.0762879406142551,1.3436858371487506,1.8089510427797606,0.6678564484594744,300.0,-13.96015
0.43023255813953487,1.3683994645531778,0.24210105929733408,0.3465261858037263,0.23724057171075644,0.16193090208713018,0.06478358991508033,0.16289010605232357,0.4209758132671005,0.5408515528810104,0.1610772611751292,0.78858972174408,2.087863634648124,0.599192247890686,0.31488809915473104,0.08323743540611206,0.3379087816575693,0.5912393927574158,0.15006728049204668,0.3603766638150113,0.47380924658289525,0.8948327269144578,1.2132306433026319,2.1709881771981916,0.41032582059089895,1200.0,-13.09442
0.27906976744186046,0.9939964860441943,0.26171972788871206,0.18274352555831228,0.2641203529029852,0.38817774738351707,0.44481756659941685,0.21384192320989953,0.3429619906806747,0.3691723675873789,0.7254298355592085,0.9345669240280996,0.3567235119235462,0.7479309807228145,0.6936656876522592,0.42618644705513437,0.28360667870134326,0.6126903295516968,0.129921584242092,0.3813517624154916,0.6981918151072464,0.7217129190673849,1.5044283270852241,1.9211972365248489,0.4497500253258196,750.0,-13.96015
0.43023255813953487,0.9885435989235982,0.10524798068213032,0.2103267914095318,0.16790596764588736,0.1069175751966248,0.31558919968380733,0.18164538742659647,0.29340771465106064,0.14434831235439105,0.9243334741663412,1.2077110917043572,0.683835039824189,1.009914243366885,0.14890048885671475,0.4512486801280932,0.29930700662240195,0.4980178475379944,0.1412387974398355,0.2733000020404691,0.6281803740937979,0.9384317792919691,1.317314756921514,2.0963990396115797,0.39785712253385164,750.0,-13.09442
0.6627906976744186,1.4744896952352784,0.1323837237994495,0.23098376390844344,0.5196353437495732,0.5877029893406711,0.6816005826734423,0.16358728643806944,0.4104392648443168,0.35182152571636116,1.2421979640078862,1.5671461998387466,0.610239974435578,0.40785390932352633,0.306603911797663,0.6351104232734921,0.31515232273604865,0.7361491918563843,0.1555074196384913,0.3664599496307491,0.5246303195656844,0.6657806133245682,1.6391343349737098,2.3121245063215365,0.20542350492556458,1200.0,-12.23016
0.27906976744186046,0.9032519408910095,0.10575338611545132,0.060061350150444594,0.30001797129644253,0.46157425693551124,0.3031184012433073,0.04787135515041695,0.35350439618278384,0.17440299413307636,0.7495067356364656,0.3157215617746649,2.241412287083241,0.982840556460032,0.10057885823909324,0.3380431019426441,0.38029309679108025,0.17928576469421387,0.17266340518873896,0.2772220609218152,0.45221037428559707,0.7061279081824045,1.0024426815204464,1.9261400103105095,0.7817598107139814,750.0,-13.96015
0.6627906976744186,1.4466577921146215,0.2595654022367436,0.49918796811551824,0.4521227693296543,0.39927824942258866,0.31893518976465984,0.5005974069176198,0.2886761260129938,0.42299718919521423,1.4166801552798833,1.4504940894758684,0.6278710164226325,0.10857907351743593,0.9444900348724296,0.27242100956641846,0.2696992571013328,0.6565468311309814,0.1764948252184088,0.3510365852930816,0.5727882979034301,0.67383358287786,1.4660014140109068,1.9223074461424627,0.6099043237067439,1200.0,-12.23016
0.27906976744186046,0.920935841417705,0.4379425765818056,0.5303805150142749,0.5275533795345374,0.12877711423224625,0.1371770665452024,0.24467732000575565,0.21025828177594874,0.3516837071417417,1.3657424666197497,1.431751813938712,1.975816110756619,0.10015575189806633,0.5118738400284202,0.22649867448371758,0.4226769019434539,0.41283169388771057,0.1495536187048861,0.2929930333404821,0.5912136979707929,0.8578209055742569,1.597351541205759,1.462586192955756,0.6490560159604294,1200.0,-13.96015
0.6627906976744186,1.4821715552202042,0.06998962309089288,0.289165106886914,0.346888534426303,0.3236421766055431,0.6605361265492414,0.3031673756896853,0.12077750085778578,0.29969794302503205,0.32232497740124827,1.7078131829983783,0.3088118982568981,0.6383312690591789,0.48339876444091623,0.38214226461594425,0.30539776597202545,0.5097013711929321,0.11836520931449115,0.3059992261576448,0.4789704983752896,0.7585816750782389,0.9572226976116261,1.5679717577091028,0.24424407554307145,1200.0,-12.23016
